loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_hamming_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.1482,2.515594005584717,9.779504254532002e-06,5.993340732519423,5400,,,,,,,,,,,,,,
,,,6.0,5406,0.22275783121585846,0.22641509433962265,0.6231466646951507,0.6729896922913301,0.5940086746661074,0.08909853249475891,14.7755,86.089,10.761,,,,,
0.1222,3.0594472885131836,9.754840300900234e-06,6.1043285238623755,5500,,,,,,,,,,,,,,
0.1258,4.412299156188965,9.730176347268467e-06,6.215316315205327,5600,,,,,,,,,,,,,,
0.1206,4.473478317260742,9.705512393636702e-06,6.32630410654828,5700,,,,,,,,,,,,,,
0.1267,4.147441387176514,9.680848440004934e-06,6.437291897891232,5800,,,,,,,,,,,,,,
0.1227,2.962782859802246,9.656184486373166e-06,6.548279689234184,5900,,,,,,,,,,,,,,
0.1233,2.7501635551452637,9.6315205327414e-06,6.659267480577136,6000,,,,,,,,,,,,,,
0.1197,4.960445880889893,9.606856579109632e-06,6.770255271920089,6100,,,,,,,,,,,,,,
0.1198,4.142360687255859,9.582192625477866e-06,6.881243063263041,6200,,,,,,,,,,,,,,
0.1141,4.965456008911133,9.557528671846098e-06,6.992230854605993,6300,,,,,,,,,,,,,,
,,,7.0,6307,0.23122476041316986,0.2279874213836478,0.6354135272001106,0.6656462469931023,0.6171204913174397,0.087395178197065,14.8346,85.745,10.718,,,,,
0.1011,2.917743444442749,9.532864718214331e-06,7.103218645948946,6400,,,,,,,,,,,,,,
0.0989,3.4269556999206543,9.508200764582564e-06,7.214206437291898,6500,,,,,,,,,,,,,,
0.0995,4.732611656188965,9.483536810950796e-06,7.32519422863485,6600,,,,,,,,,,,,,,
0.1009,1.8645049333572388,9.45887285731903e-06,7.436182019977802,6700,,,,,,,,,,,,,,
0.101,3.185328960418701,9.434208903687261e-06,7.547169811320755,6800,,,,,,,,,,,,,,
0.1019,1.871863603591919,9.409544950055495e-06,7.658157602663707,6900,,,,,,,,,,,,,,
0.0986,3.4583187103271484,9.384880996423727e-06,7.769145394006659,7000,,,,,,,,,,,,,,
0.0976,3.82623028755188,9.360217042791961e-06,7.880133185349612,7100,,,,,,,,,,,,,,
0.1031,2.353628635406494,9.335553089160193e-06,7.991120976692564,7200,,,,,,,,,,,,,,
,,,8.0,7208,0.2348705530166626,0.2279874213836478,0.617270351271782,0.6809322505461881,0.5793178737230166,0.08665269042627533,14.8344,85.747,10.718,,,,,
0.0837,2.5171802043914795,9.310889135528425e-06,8.102108768035515,7300,,,,,,,,,,,,,,
0.0837,2.867950677871704,9.286225181896659e-06,8.213096559378469,7400,,,,,,,,,,,,,,
0.0803,2.8304929733276367,9.261561228264891e-06,8.32408435072142,7500,,,,,,,,,,,,,,
0.0808,2.3281991481781006,9.236897274633125e-06,8.435072142064373,7600,,,,,,,,,,,,,,
0.0833,2.7115230560302734,9.212233321001357e-06,8.546059933407324,7700,,,,,,,,,,,,,,
0.0801,1.6463570594787598,9.18756936736959e-06,8.657047724750278,7800,,,,,,,,,,,,,,
0.0806,4.389791488647461,9.162905413737822e-06,8.76803551609323,7900,,,,,,,,,,,,,,
0.0825,1.799309492111206,9.138241460106056e-06,8.879023307436182,8000,,,,,,,,,,,,,,
0.0834,2.7580952644348145,9.113577506474288e-06,8.990011098779135,8100,,,,,,,,,,,,,,
,,,9.0,8109,0.25572654604911804,0.22877358490566038,0.6219193835311814,0.6531137667614004,0.6134673033241657,0.08770090845562543,14.8346,85.746,10.718,,,,,
0.0713,3.3870415687561035,9.08891355284252e-06,9.100998890122087,8200,,,,,,,,,,,,,,
0.0649,2.4454281330108643,9.064249599210754e-06,9.211986681465039,8300,,,,,,,,,,,,,,
0.062,2.0851857662200928,9.039585645578986e-06,9.32297447280799,8400,,,,,,,,,,,,,,
0.0733,4.1997971534729,9.01492169194722e-06,9.433962264150944,8500,,,,,,,,,,,,,,
0.0667,4.88770055770874,8.990257738315454e-06,9.544950055493896,8600,,,,,,,,,,,,,,
0.0707,3.2548747062683105,8.965593784683686e-06,9.655937846836848,8700,,,,,,,,,,,,,,
0.0647,3.7054269313812256,8.94092983105192e-06,9.7669256381798,8800,,,,,,,,,,,,,,
0.069,3.335439443588257,8.916265877420151e-06,9.877913429522753,8900,,,,,,,,,,,,,,
0.0633,3.1382157802581787,8.891601923788384e-06,9.988901220865705,9000,,,,,,,,,,,,,,
,,,10.0,9010,0.2626095116138458,0.2169811320754717,0.6355275193557389,0.6671679053418851,0.6173041852824249,0.08708944793850454,14.8356,85.74,10.717,,,,,
0.0554,2.579288959503174,8.866937970156617e-06,10.099889012208656,9100,,,,,,,,,,,,,,
0.0555,1.2729705572128296,8.84227401652485e-06,10.21087680355161,9200,,,,,,,,,,,,,,
0.0534,1.8537496328353882,8.817610062893083e-06,10.321864594894562,9300,,,,,,,,,,,,,,
0.0548,2.0417919158935547,8.792946109261315e-06,10.432852386237514,9400,,,,,,,,,,,,,,
0.0511,3.8137574195861816,8.768282155629549e-06,10.543840177580465,9500,,,,,,,,,,,,,,
0.0532,3.1955838203430176,8.743618201997781e-06,10.654827968923419,9600,,,,,,,,,,,,,,
0.0555,3.234027624130249,8.718954248366015e-06,10.76581576026637,9700,,,,,,,,,,,,,,
0.0555,3.4958674907684326,8.694290294734247e-06,10.876803551609322,9800,,,,,,,,,,,,,,
0.055,5.174685001373291,8.669626341102479e-06,10.987791342952276,9900,,,,,,,,,,,,,,
,,,11.0,9911,0.271729052066803,0.22169811320754718,0.6256805310630745,0.6548060755645168,0.6053390770027396,0.08717679944095039,14.8364,85.735,10.717,,,,,
0.0433,1.748582124710083,8.644962387470713e-06,11.098779134295228,10000,,,,,,,,,,,,,,
0.0426,4.801450729370117,8.620298433838945e-06,11.20976692563818,10100,,,,,,,,,,,,,,
0.0441,2.924799680709839,8.595634480207178e-06,11.320754716981131,10200,,,,,,,,,,,,,,
0.0443,2.1147384643554688,8.57097052657541e-06,11.431742508324085,10300,,,,,,,,,,,,,,
0.0433,3.41148042678833,8.546306572943644e-06,11.542730299667037,10400,,,,,,,,,,,,,,
0.044,5.858033657073975,8.521642619311876e-06,11.653718091009988,10500,,,,,,,,,,,,,,
0.048,4.518970012664795,8.496978665680108e-06,11.764705882352942,10600,,,,,,,,,,,,,,
0.041,3.872950792312622,8.472314712048342e-06,11.875693673695894,10700,,,,,,,,,,,,,,
0.0426,2.597193717956543,8.447650758416574e-06,11.986681465038846,10800,,,,,,,,,,,,,,
,,,12.0,10812,0.2915298044681549,0.22169811320754718,0.645433029695921,0.7245085049497354,0.6199348114572653,0.08717679944095039,14.8417,85.704,10.713,,,,,
0.0402,2.7364439964294434,8.422986804784808e-06,12.097669256381797,10900,,,,,,,,,,,,,,
0.0372,1.932862401008606,8.39832285115304e-06,12.208657047724751,11000,,,,,,,,,,,,,,
0.0352,4.188869476318359,8.373658897521274e-06,12.319644839067703,11100,,,,,,,,,,,,,,
0.0351,3.244325637817383,8.348994943889506e-06,12.430632630410654,11200,,,,,,,,,,,,,,
0.0369,0.7483749985694885,8.324330990257738e-06,12.541620421753606,11300,,,,,,,,,,,,,,
0.0325,2.9994964599609375,8.299667036625972e-06,12.65260821309656,11400,,,,,,,,,,,,,,
0.0359,3.056647539138794,8.275003082994205e-06,12.763596004439512,11500,,,,,,,,,,,,,,
0.0335,2.313784599304199,8.250339129362437e-06,12.874583795782463,11600,,,,,,,,,,,,,,
0.0324,1.6273854970932007,8.225675175730671e-06,12.985571587125417,11700,,,,,,,,,,,,,,
,,,13.0,11713,0.30597734451293945,0.21540880503144655,0.639521028645395,0.6604098037153692,0.6267951128540777,0.08839972047519218,14.9151,85.283,10.66,,,,,
0.0287,2.5590806007385254,8.201011222098903e-06,13.096559378468369,11800,,,,,,,,,,,,,,
0.0282,2.7222907543182373,8.176347268467137e-06,13.20754716981132,11900,,,,,,,,,,,,,,
0.0313,2.9451584815979004,8.151683314835369e-06,13.318534961154272,12000,,,,,,,,,,,,,,
0.0259,3.0380709171295166,8.127019361203603e-06,13.429522752497226,12100,,,,,,,,,,,,,,
0.0291,4.46185302734375,8.102355407571835e-06,13.540510543840178,12200,,,,,,,,,,,,,,
0.0284,3.0230510234832764,8.077691453940067e-06,13.65149833518313,12300,,,,,,,,,,,,,,
0.0291,3.1516764163970947,8.0530275003083e-06,13.762486126526083,12400,,,,,,,,,,,,,,
0.0306,4.968638896942139,8.028363546676533e-06,13.873473917869035,12500,,,,,,,,,,,,,,
0.0285,1.8016681671142578,8.003699593044766e-06,13.984461709211987,12600,,,,,,,,,,,,,,
,,,14.0,12614,0.3197852671146393,0.21226415094339623,0.6437413569157715,0.659505647934417,0.6363059951560435,0.08787561146051712,14.8435,85.694,10.712,,,,,
0.026,1.5534366369247437,7.979035639412998e-06,14.095449500554938,12700,,,,,,,,,,,,,,
0.0225,4.871240615844727,7.954371685781232e-06,14.206437291897892,12800,,,,,,,,,,,,,,
0.0234,3.5423543453216553,7.929707732149464e-06,14.317425083240844,12900,,,,,,,,,,,,,,
0.0256,1.9999645948410034,7.905043778517696e-06,14.428412874583795,13000,,,,,,,,,,,,,,
0.024,1.0017141103744507,7.88037982488593e-06,14.539400665926749,13100,,,,,,,,,,,,,,
0.025,4.18344783782959,7.855715871254162e-06,14.6503884572697,13200,,,,,,,,,,,,,,
0.0244,2.638491153717041,7.831051917622396e-06,14.761376248612653,13300,,,,,,,,,,,,,,
0.0227,2.950268268585205,7.806387963990628e-06,14.872364039955604,13400,,,,,,,,,,,,,,
0.022,2.073615550994873,7.781724010358862e-06,14.983351831298558,13500,,,,,,,,,,,,,,
,,,15.0,13515,0.33783334493637085,0.2209119496855346,0.6437044241946137,0.6504850650278691,0.6433787748923973,0.08883647798742138,14.8679,85.554,10.694,,,,,
0.0232,3.1979684829711914,7.757060056727094e-06,15.09433962264151,13600,,,,,,,,,,,,,,
0.0196,3.316602945327759,7.732396103095326e-06,15.205327413984461,13700,,,,,,,,,,,,,,
0.019,2.2227892875671387,7.70773214946356e-06,15.316315205327413,13800,,,,,,,,,,,,,,
0.0172,1.799890398979187,7.683068195831792e-06,15.427302996670367,13900,,,,,,,,,,,,,,
0.0184,0.9342801570892334,7.658404242200025e-06,15.538290788013319,14000,,,,,,,,,,,,,,
0.0191,3.9325027465820312,7.633740288568257e-06,15.64927857935627,14100,,,,,,,,,,,,,,
0.0204,5.244579792022705,7.60907633493649e-06,15.760266370699224,14200,,,,,,,,,,,,,,
0.0197,2.5129635334014893,7.584412381304723e-06,15.871254162042176,14300,,,,,,,,,,,,,,
0.0178,2.2482340335845947,7.559748427672957e-06,15.982241953385127,14400,,,,,,,,,,,,,,
,,,16.0,14416,0.34165632724761963,0.2130503144654088,0.6342591178287221,0.6597844072491672,0.6196691414113763,0.08905485674353598,14.8787,85.492,10.686,,,,,
0.0163,2.802995443344116,7.53508447404119e-06,16.09322974472808,14500,,,,,,,,,,,,,,
0.0144,1.5349799394607544,7.510420520409423e-06,16.20421753607103,14600,,,,,,,,,,,,,,
0.0165,2.9433302879333496,7.485756566777656e-06,16.315205327413985,14700,,,,,,,,,,,,,,
0.0168,1.2712072134017944,7.4610926131458885e-06,16.426193118756938,14800,,,,,,,,,,,,,,
0.0169,2.3440511226654053,7.436428659514121e-06,16.537180910099888,14900,,,,,,,,,,,,,,
0.0151,1.055168628692627,7.4117647058823535e-06,16.64816870144284,15000,,,,,,,,,,,,,,
0.017,1.4550741910934448,7.387100752250586e-06,16.759156492785795,15100,,,,,,,,,,,,,,
0.0179,3.4753668308258057,7.362436798618819e-06,16.870144284128745,15200,,,,,,,,,,,,,,
0.0155,6.117468357086182,7.337772844987052e-06,16.9811320754717,15300,,,,,,,,,,,,,,
,,,17.0,15317,0.36411499977111816,0.22012578616352202,0.6406668246672975,0.6592098082172292,0.630022218561167,0.08901118099231307,14.8923,85.413,10.677,,,,,
0.0167,3.4380533695220947,7.313108891355285e-06,17.09211986681465,15400,,,,,,,,,,,,,,
0.0123,1.4610799551010132,7.288444937723518e-06,17.203107658157602,15500,,,,,,,,,,,,,,
0.0137,2.9584085941314697,7.263780984091751e-06,17.314095449500556,15600,,,,,,,,,,,,,,
0.0128,0.9310264587402344,7.239117030459984e-06,17.425083240843506,15700,,,,,,,,,,,,,,
0.0132,0.615896463394165,7.214453076828216e-06,17.53607103218646,15800,,,,,,,,,,,,,,
0.0135,0.6975080370903015,7.189789123196449e-06,17.647058823529413,15900,,,,,,,,,,,,,,
0.0126,0.8894331455230713,7.165125169564682e-06,17.758046614872363,16000,,,,,,,,,,,,,,
0.0108,0.8461053371429443,7.1404612159329146e-06,17.869034406215317,16100,,,,,,,,,,,,,,
0.0119,0.497361958026886,7.1157972623011475e-06,17.98002219755827,16200,,,,,,,,,,,,,,
,,,18.0,16218,0.3706548810005188,0.2248427672955975,0.6458194333677765,0.660435642532692,0.6394397265785892,0.08722047519217331,14.8865,85.446,10.681,,,,,
0.0113,1.6042675971984863,7.09113330866938e-06,18.09100998890122,16300,,,,,,,,,,,,,,
0.0115,0.4481324255466461,7.066469355037613e-06,18.201997780244174,16400,,,,,,,,,,,,,,
0.013,2.5888237953186035,7.041805401405845e-06,18.312985571587124,16500,,,,,,,,,,,,,,
0.012,0.9728243350982666,7.017141447774078e-06,18.423973362930077,16600,,,,,,,,,,,,,,
0.0104,0.7663859128952026,6.992477494142311e-06,18.53496115427303,16700,,,,,,,,,,,,,,
0.0104,3.797349214553833,6.967813540510544e-06,18.64594894561598,16800,,,,,,,,,,,,,,
0.0099,3.928194761276245,6.943149586878777e-06,18.756936736958934,16900,,,,,,,,,,,,,,
0.0102,2.9917852878570557,6.91848563324701e-06,18.867924528301888,17000,,,,,,,,,,,,,,
0.0104,5.201241970062256,6.893821679615243e-06,18.978912319644838,17100,,,,,,,,,,,,,,
,,,19.0,17119,0.377995103597641,0.22720125786163523,0.6501055036811818,0.6541141012291991,0.6523998620129804,0.0859538784067086,14.8959,85.393,10.674,,,,,
0.0098,0.6724734306335449,6.869157725983475e-06,19.08990011098779,17200,,,,,,,,,,,,,,
0.0096,0.5524845719337463,6.844493772351709e-06,19.200887902330745,17300,,,,,,,,,,,,,,
0.0094,1.3547630310058594,6.819829818719942e-06,19.311875693673695,17400,,,,,,,,,,,,,,
0.008,1.1188820600509644,6.795165865088174e-06,19.42286348501665,17500,,,,,,,,,,,,,,
0.0097,0.40530136227607727,6.770501911456407e-06,19.5338512763596,17600,,,,,,,,,,,,,,
0.0105,0.434871107339859,6.74583795782464e-06,19.644839067702552,17700,,,,,,,,,,,,,,
0.0095,1.257588505744934,6.721174004192873e-06,19.755826859045506,17800,,,,,,,,,,,,,,
0.0089,0.5107769966125488,6.696510050561106e-06,19.866814650388456,17900,,,,,,,,,,,,,,
0.008,0.6157037019729614,6.671846096929339e-06,19.97780244173141,18000,,,,,,,,,,,,,,
,,,20.0,18020,0.3899429738521576,0.2248427672955975,0.6527738252702079,0.6658002131096711,0.6487326986178532,0.08665269042627533,14.8891,85.432,10.679,,,,,
0.0076,1.6482281684875488,6.647182143297572e-06,20.088790233074363,18100,,,,,,,,,,,,,,
0.0078,0.4761967957019806,6.622518189665804e-06,20.199778024417313,18200,,,,,,,,,,,,,,
0.0075,0.4139152467250824,6.597854236034037e-06,20.310765815760266,18300,,,,,,,,,,,,,,
0.0065,0.456527978181839,6.57319028240227e-06,20.42175360710322,18400,,,,,,,,,,,,,,
0.0077,1.2349443435668945,6.5485263287705025e-06,20.53274139844617,18500,,,,,,,,,,,,,,
0.0073,0.6391229629516602,6.5238623751387354e-06,20.643729189789124,18600,,,,,,,,,,,,,,
0.0081,3.7309110164642334,6.499198421506968e-06,20.754716981132077,18700,,,,,,,,,,,,,,
0.008,2.2648870944976807,6.474534467875201e-06,20.865704772475027,18800,,,,,,,,,,,,,,
0.008,0.11710496991872787,6.449870514243433e-06,20.97669256381798,18900,,,,,,,,,,,,,,
,,,21.0,18921,0.39577972888946533,0.2279874213836478,0.6461741864136079,0.6650606896607141,0.6372681454639705,0.08669636617749825,14.8649,85.57,10.696,,,,,
0.0073,0.3087964653968811,6.425206560611666e-06,21.08768035516093,19000,,,,,,,,,,,,,,
0.0063,1.026142954826355,6.400542606979899e-06,21.198668146503884,19100,,,,,,,,,,,,,,
0.0069,0.17396441102027893,6.375878653348132e-06,21.309655937846838,19200,,,,,,,,,,,,,,
0.0062,0.9476138353347778,6.351214699716365e-06,21.420643729189788,19300,,,,,,,,,,,,,,
0.0069,0.5941597819328308,6.326550746084598e-06,21.53163152053274,19400,,,,,,,,,,,,,,
0.0059,0.2561497688293457,6.301886792452831e-06,21.642619311875695,19500,,,,,,,,,,,,,,
0.0071,0.8624364733695984,6.277222838821064e-06,21.753607103218645,19600,,,,,,,,,,,,,,
0.0068,0.8739923238754272,6.252558885189296e-06,21.8645948945616,19700,,,,,,,,,,,,,,
0.0068,1.0304769277572632,6.2278949315575286e-06,21.975582685904552,19800,,,,,,,,,,,,,,
,,,22.0,19822,0.4100193977355957,0.2279874213836478,0.6552617936350411,0.6724882249497036,0.6445091404979658,0.08573549965059399,14.8614,85.591,10.699,,,,,
0.0058,0.6905093789100647,6.2032309779257615e-06,22.086570477247502,19900,,,,,,,,,,,,,,
0.0061,0.37048521637916565,6.178567024293994e-06,22.197558268590456,20000,,,,,,,,,,,,,,
0.0054,2.5577993392944336,6.153903070662227e-06,22.308546059933406,20100,,,,,,,,,,,,,,
0.0054,0.6612064838409424,6.129239117030461e-06,22.41953385127636,20200,,,,,,,,,,,,,,
0.0062,0.12812009453773499,6.104575163398694e-06,22.530521642619313,20300,,,,,,,,,,,,,,
0.007,0.4268536865711212,6.079911209766927e-06,22.641509433962263,20400,,,,,,,,,,,,,,
0.0073,0.14613349735736847,6.05524725613516e-06,22.752497225305216,20500,,,,,,,,,,,,,,
0.006,0.9619413614273071,6.030583302503392e-06,22.86348501664817,20600,,,,,,,,,,,,,,
0.0056,0.6285380125045776,6.005919348871625e-06,22.97447280799112,20700,,,,,,,,,,,,,,
,,,23.0,20723,0.4182315170764923,0.23270440251572327,0.6514318605166856,0.6657940020865202,0.6449991294297647,0.08634696016771488,14.8687,85.549,10.694,,,,,
0.0054,0.6904834508895874,5.981255395239858e-06,23.085460599334073,20800,,,,,,,,,,,,,,
0.005,2.5545923709869385,5.9565914416080905e-06,23.196448390677027,20900,,,,,,,,,,,,,,
0.0062,0.34086620807647705,5.931927487976323e-06,23.307436182019977,21000,,,,,,,,,,,,,,
0.0058,0.39483973383903503,5.907263534344556e-06,23.41842397336293,21100,,,,,,,,,,,,,,
0.0053,0.18294255435466766,5.882599580712789e-06,23.529411764705884,21200,,,,,,,,,,,,,,
0.0048,1.9620646238327026,5.857935627081022e-06,23.640399556048834,21300,,,,,,,,,,,,,,
0.0043,0.19933046400547028,5.833271673449254e-06,23.751387347391788,21400,,,,,,,,,,,,,,
0.0053,0.7786957621574402,5.808607719817487e-06,23.862375138734738,21500,,,,,,,,,,,,,,
0.0039,0.06566277146339417,5.78394376618572e-06,23.97336293007769,21600,,,,,,,,,,,,,,
,,,24.0,21624,0.4246397614479065,0.22641509433962265,0.6462270656987693,0.6557145120606785,0.6417875352910597,0.08726415094339622,14.8589,85.605,10.701,,,,,
0.0038,5.051235675811768,5.759279812553953e-06,24.084350721420645,21700,,,,,,,,,,,,,,
0.0041,2.1447489261627197,5.734615858922186e-06,24.195338512763595,21800,,,,,,,,,,,,,,
0.0043,0.16770035028457642,5.709951905290419e-06,24.30632630410655,21900,,,,,,,,,,,,,,
0.0045,0.16563984751701355,5.685287951658652e-06,24.417314095449502,22000,,,,,,,,,,,,,,
0.004,0.16597026586532593,5.660623998026884e-06,24.528301886792452,22100,,,,,,,,,,,,,,
0.0041,0.18860137462615967,5.6359600443951165e-06,24.639289678135405,22200,,,,,,,,,,,,,,
0.0053,0.21710343658924103,5.6112960907633494e-06,24.75027746947836,22300,,,,,,,,,,,,,,
0.0049,0.1948252171278,5.586632137131582e-06,24.86126526082131,22400,,,,,,,,,,,,,,
0.0037,0.41775375604629517,5.561968183499815e-06,24.972253052164262,22500,,,,,,,,,,,,,,
,,,25.0,22525,0.43660837411880493,0.22327044025157233,0.6525514137408729,0.6645132362334796,0.6467811232639881,0.08713312368972746,14.8573,85.614,10.702,,,,,
0.005,0.33043357729911804,5.537304229868048e-06,25.083240843507213,22600,,,,,,,,,,,,,,
0.0043,0.11789975315332413,5.512640276236281e-06,25.194228634850166,22700,,,,,,,,,,,,,,
0.0045,0.14753131568431854,5.487976322604513e-06,25.30521642619312,22800,,,,,,,,,,,,,,
0.0043,0.8524190187454224,5.463312368972746e-06,25.41620421753607,22900,,,,,,,,,,,,,,
0.0038,0.19017651677131653,5.438648415340979e-06,25.527192008879023,23000,,,,,,,,,,,,,,
0.0053,0.10018885880708694,5.413984461709212e-06,25.638179800221977,23100,,,,,,,,,,,,,,
0.0047,0.6978097558021545,5.3893205080774456e-06,25.749167591564927,23200,,,,,,,,,,,,,,
